Name,Website,Phone,WhatsApp,Address,Map,Description,Category,Images
المتحدة للتجارة والاستيراد,,"02-2417-3751
02-2291-6140
0128-8111-895
0128-1100-624
02-2291-2083",,"30 ش عمر بن الخطاب, ميدان الاسماعيلية, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D9%88%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D9%8A%D8%B1%D8%A7%D8%AF/3980?position=11&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
المصريين للالات الموسيقية,,"0109-8059-292
0100-1412-972",,"133 ش القلعة - ش محمد على سابقا, العتبة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D9%8A%D9%86-%D9%84%D9%84%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9/220806?position=12&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
المكتب الفنى للتجارة,,"02-2418-5531
02-2417-1828
0100-6665-013
02-2419-6705",,"32 ش جعفر الصادق امتداد ش الطيران, الحى السابع, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8-%D8%A7%D9%84%D9%81%D9%86%D9%89-%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9/128229?position=13&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
المكتب الفنى للتجارة,http://www.alfanny.com/,0112-5367-338,,"9 ش ابن حجر العسقلانى, الميرغنى, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8-%D8%A7%D9%84%D9%81%D9%86%D9%89-%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9/10096?position=14&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
النصر لتصليح الالات الموسيقية,,"0100-6237-502
0122-7545-903
0112-7214-405",,"22 ش النصر - صفط اللبن, بولاق الدكرور, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%86%D8%B5%D8%B1-%D9%84%D8%AA%D8%B5%D9%84%D9%8A%D8%AD-%D8%A7%D9%84%D8%A7%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9/579695?position=15&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
ام اف ميوزيك,http://www.mahmoud-music-instruments.blogspot.com/,"02-2270-5493
02-2273-5706
0100-0320-203",,"217 ش احمد زكى, حدائق المعادى, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%85-%D8%A7%D9%81-%D9%85%D9%8A%D9%88%D8%B2%D9%8A%D9%83/436996?position=16&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
ام ام سى - مودرن ميوزيك سنتر,,"0100-3311-789
0120-2018-873",,"18 ش مكرم عبيد, المنطقة السادسة, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%85-%D8%A7%D9%85-%D8%B3%D9%89-_-%D9%85%D9%88%D8%AF%D8%B1%D9%86-%D9%85%D9%8A%D9%88%D8%B2%D9%8A%D9%83-%D8%B3%D9%86%D8%AA%D8%B1/454483?position=17&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
ام ايه سى - ميوزيك اند ارت سنتر,,"02-2267-2448
02-2267-2448",,"30 ش اسماء فهمى, ارض الجولف, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%85-%D8%A7%D9%8A%D9%87-%D8%B3%D9%89-_-%D9%85%D9%8A%D9%88%D8%B2%D9%8A%D9%83-%D8%A7%D9%86%D8%AF-%D8%A7%D8%B1%D8%AA-%D8%B3%D9%86%D8%AA%D8%B1/472188?position=18&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
انترفال,,"0100-5235-253
0112-0561-221",,"1 عمارات نفرتيتى - ش الشهيد محمود عصمت حمدى, مساكن شيراتون, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%86%D8%AA%D8%B1%D9%81%D8%A7%D9%84/428253?position=19&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
اولاد جميل جورج,,0100-2592-626,,"10 زقاق محيى الدين - درب المهابيل, العتبة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%88%D9%84%D8%A7%D8%AF-%D8%AC%D9%85%D9%8A%D9%84-%D8%AC%D9%88%D8%B1%D8%AC/537099?position=20&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
ايل ديفو,,"0109-9109-776
0155-3416-220",,"طريق 14 مايو, سموحة, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%8A%D9%84-%D8%AF%D9%8A%D9%81%D9%88/486643?position=20&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
ايه ار ميديا,,0106-4333-090,,"1 ش كمال حافظ, متفرع من ش خاتم المرسلين, العمرانية الغربية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%8A%D9%87-%D8%A7%D8%B1-%D9%85%D9%8A%D8%AF%D9%8A%D8%A7/666549?position=21&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
ايه كى اوديو رينتالز,,"02-3344-0423
0100-1675-132",https://web.whatsapp.com/send?phone=+201557408550,"ش السوق التجارى, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%8A%D9%87-%D9%83%D9%89-%D8%A7%D9%88%D8%AF%D9%8A%D9%88-%D8%B1%D9%8A%D9%86%D8%AA%D8%A7%D9%84%D8%B2/700188?position=22&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بافلى للاستيراد والتصدير,http://www.bavlyexport.com/,02-2465-4586,,"14 ش المشروع متفرع من ش احمد عرابى, المهندسين, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D8%A7%D9%81%D9%84%D9%89-%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D9%8A%D8%B1%D8%A7%D8%AF-%D9%88%D8%A7%D9%84%D8%AA%D8%B5%D8%AF%D9%8A%D8%B1/253401?position=23&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بكر داغر,,"02-2287-6566
02-2270-5620
0122-3923-668
0120-5005-002
02-2274-6808",,"30 ش اسماعيل الشيمى, حدائق القبة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%83%D8%B1-%D8%AF%D8%A7%D8%BA%D8%B1/419131?position=24&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بيانو ارت,http://www.pianoart.com/,"0127-2400-350
0100-1506-888",https://web.whatsapp.com/send?phone=+201223923668,"38 ش الفريق على عامر متفرع من ش مكرم عبيد, المنطقة السادسة, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%8A%D8%A7%D9%86%D9%88-%D8%A7%D8%B1%D8%AA/134487?position=25&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بيانو بيانو,,"03-4871-305
0100-1437-306
0100-3410-858",,"135 ش مصطفى النحاس, الحى الثامن, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%8A%D8%A7%D9%86%D9%88-%D8%A8%D9%8A%D8%A7%D9%86%D9%88/314683?position=26&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بيانو شريف,,"0100-9394-336
0102-6333-198",,"41 ش النبى دانيال, محطة الرمل, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%8A%D8%A7%D9%86%D9%88-%D8%B4%D8%B1%D9%8A%D9%81/33435?position=27&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بيانو فستيفال,,"02-2393-8944
0122-3877-861
0120-4410-997
02-2393-7242",,"10 ش محمد المقلد, الشقة 4, الدور 2, متفرع من ش مصطفى النحاس, الحى الثامن, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%8A%D8%A7%D9%86%D9%88-%D9%81%D8%B3%D8%AA%D9%8A%D9%81%D8%A7%D9%84/454111?position=28&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بيانو مرزوق,,"02-2267-8987
0122-3138-345
02-2267-8987",,"34 ش عبد الخالق ثروت, وسط البلد, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%8A%D8%A7%D9%86%D9%88-%D9%85%D8%B1%D8%B2%D9%88%D9%82/8771?position=29&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بيانومان,,02-2390-1970,,"17 عمارات مصر للتعمير -, مساكن شيراتون, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%8A%D8%A7%D9%86%D9%88%D9%85%D8%A7%D9%86/44714?position=30&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
بيت العود,,"0100-5121-251
02-2382-8869
0100-4422-641",,"164 ش القلعة, العتبة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%8A%D8%AA-%D8%A7%D9%84%D8%B9%D9%88%D8%AF/187404?position=31&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
جاليليو ارت سنتر,http://www.galileoart.com/,"02-2391-9909
02-2391-3990
0100-1815-010
0100-0034-686",,"81 عمارات عثمان ش مصطفى النحاس, تقاطع ش عباس العقاد, المنطقة الاولى, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%AC%D8%A7%D9%84%D9%8A%D9%84%D9%8A%D9%88-%D8%A7%D8%B1%D8%AA-%D8%B3%D9%86%D8%AA%D8%B1/400342?position=32&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
جوهرة الفن,http://www.gawharetelfan.net/,"02-2470-9213
0120-3554-453
0115-7719-850",,"168 ش محمد على, العتبة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%AC%D9%88%D9%87%D8%B1%D8%A9-%D8%A7%D9%84%D9%81%D9%86/132249?position=33&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
جوهرة الفن,,0127-3403-631,https://web.whatsapp.com/send?phone=+201203554453,"15 ش الطاقة, الحى الثامن, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%AC%D9%88%D9%87%D8%B1%D8%A9-%D8%A7%D9%84%D9%81%D9%86/7984?position=34&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
جى ام ميوزيك,,"0103-0131-188
0122-2933-903",,"60 ش الاقصر - المنيرة الغربية, امبابة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%AC%D9%89-%D8%A7%D9%85-%D9%85%D9%8A%D9%88%D8%B2%D9%8A%D9%83/483833?position=35&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
جيتار شوب ايجيبت,,0111-0211-734,,"34 ش يوسف السباعى - اسكان الشباب الشمالى, التجمع الاول, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%AC%D9%8A%D8%AA%D8%A7%D8%B1-%D8%B4%D9%88%D8%A8-%D8%A7%D9%8A%D8%AC%D9%8A%D8%A8%D8%AA/618739?position=36&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
جيتار هاوس,,"03-3939-955
0120-6840-898
0100-6053-700",,"446 ش الاهراممجمع نصر الدين - برج 4, نصر الدين, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%AC%D9%8A%D8%AA%D8%A7%D8%B1-%D9%87%D8%A7%D9%88%D8%B3/623353?position=37&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
حجازى للموسيقى,,"02-2202-2304
02-2202-8443
02-2202-2304",,"36 ش مسجد العطارين, العطارين, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%AD%D8%AC%D8%A7%D8%B2%D9%89-%D9%84%D9%84%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89/25662?position=38&key=%D8%A7%D9%84%D8%A7%D8%AA-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D9%88%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89&mod=category&categoryId=2690,,الات موسيقية وتعليم موسيقى,
