Name,Website,Phone,WhatsApp,Address,Map,Description,Category,Images
اكريلك نيلز موكا,,0115-7345-315,https://web.whatsapp.com/send?phone=+201220295500,", ., مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%83%D8%B1%D9%8A%D9%84%D9%83-%D9%86%D9%8A%D9%84%D8%B2-%D9%85%D9%88%D9%83%D8%A7/502445?position=20&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
اكس او ريزين ارت,https://xoresin.art/,"0114-1104-669
0112-0466-469",https://web.whatsapp.com/send?phone=+201157345315,", ., وسط البلد, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%83%D8%B3-%D8%A7%D9%88-%D8%B1%D9%8A%D8%B2%D9%8A%D9%86-%D8%A7%D8%B1%D8%AA/674251?position=20&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
اكسسوارات هاند ميد,,"0114-8447-857
0110-0522-433
0101-3003-615
0114-8072-453",https://web.whatsapp.com/send?phone=+201120466469,", ., فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%83%D8%B3%D8%B3%D9%88%D8%A7%D8%B1%D8%A7%D8%AA-%D9%87%D8%A7%D9%86%D8%AF-%D9%85%D9%8A%D8%AF/651907?position=21&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
اكسسوارات ياقوت,,"0115-8875-984
0127-9893-967",https://web.whatsapp.com/send?phone=+201148447857,", ., المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%83%D8%B3%D8%B3%D9%88%D8%A7%D8%B1%D8%A7%D8%AA-%D9%8A%D8%A7%D9%82%D9%88%D8%AA/540325?position=22&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
اكل بيتنا,,0127-6486-919,https://web.whatsapp.com/send?phone=+201158875984,", ., ميامى, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%83%D9%84-%D8%A8%D9%8A%D8%AA%D9%86%D8%A7/624393?position=23&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
اكل بيتى اسكندرانى,,0122-7377-063,,", ., سيدى بشر, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%83%D9%84-%D8%A8%D9%8A%D8%AA%D9%89-%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D8%A7%D9%86%D9%89/620906?position=24&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
اكلتنا,,"0122-4284-737
0100-6441-611",https://web.whatsapp.com/send?phone=+201227377063,", ., مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%83%D9%84%D8%AA%D9%86%D8%A7/527251?position=25&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
ال ارت بيزنس,,0102-0660-866,https://web.whatsapp.com/send?phone=+201224284737,", ., التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84-%D8%A7%D8%B1%D8%AA-%D8%A8%D9%8A%D8%B2%D9%86%D8%B3/566805?position=26&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
ال شحاتة لانقاذ السيارات,,0109-6727-333,,", ., مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84-%D8%B4%D8%AD%D8%A7%D8%AA%D8%A9-%D9%84%D8%A7%D9%86%D9%82%D8%A7%D8%B0-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA/639148?position=27&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الاخوين,https://www.2brother4olives.com/,"0120-0229-444
0127-1322-205
02-3338-3630",,", ., الزقازيق, الشرقية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%A7%D8%AE%D9%88%D9%8A%D9%86/682795?position=28&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الاسبتالية,,0122-7392-853,https://web.whatsapp.com/send?phone=+201200229444,", ., وسط البلد, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%A7%D8%B3%D8%A8%D8%AA%D8%A7%D9%84%D9%8A%D8%A9/666547?position=29&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الانجاز للتشطيبات,http://www.engaz82.weebly.com/,0111-6060-657,,", ., وسط البلد, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%A7%D9%86%D8%AC%D8%A7%D8%B2-%D9%84%D9%84%D8%AA%D8%B4%D8%B7%D9%8A%D8%A8%D8%A7%D8%AA/517227?position=30&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الباز افندى كاترينج,,"0106-1044-916
0127-6093-121",,", ., التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%A8%D8%A7%D8%B2-%D8%A7%D9%81%D9%86%D8%AF%D9%89-%D9%83%D8%A7%D8%AA%D8%B1%D9%8A%D9%86%D8%AC/627813?position=31&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
البحيرة نيوز,,0106-6325-729,,", ., دمنهور, البحيرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%A8%D8%AD%D9%8A%D8%B1%D8%A9-%D9%86%D9%8A%D9%88%D8%B2/471477?position=32&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
التجمع دوت كوم للعب الاطفال,https://www.eltagamoa.com/toys/en,"0100-8175-406
0115-1115-154",,", ., التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D8%B9-%D8%AF%D9%88%D8%AA-%D9%83%D9%88%D9%85-%D9%84%D9%84%D8%B9%D8%A8-%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84/654978?position=33&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الجيزة الان,,0100-0492-965,,", ., الجيزة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9-%D8%A7%D9%84%D8%A7%D9%86/489856?position=34&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الخان اونلاين ستور,,"0122-3066-101
0100-1887-117",,", ., المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%AE%D8%A7%D9%86-%D8%A7%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86-%D8%B3%D8%AA%D9%88%D8%B1/513403?position=35&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الخلاصة لمستحضرات التجميل,,"0128-6529-437
0112-3222-663",https://web.whatsapp.com/send?phone=+201001887117,", ., مدينة السلام, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%AE%D9%84%D8%A7%D8%B5%D8%A9-%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D8%B6%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84/656511?position=36&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الشفاء والرحمة لرعاية المسنين,,"0155-3904-004
0102-7371-585",,", ., حلوان, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B4%D9%81%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D8%A9-%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%B3%D9%86%D9%8A%D9%86/626653?position=37&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الشندويلى جروب,,0127-1025-542,https://web.whatsapp.com/send?phone=+201553904004,", ., المنصورة, الدقهلية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B4%D9%86%D8%AF%D9%88%D9%8A%D9%84%D9%89-%D8%AC%D8%B1%D9%88%D8%A8/654483?position=38&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الشيف ياسمين,,0101-9370-703,,", ., السيوف شماعة, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B4%D9%8A%D9%81-%D9%8A%D8%A7%D8%B3%D9%85%D9%8A%D9%86/506913?position=39&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الشيمى ستوديو,,"02-3779-6426
0109-4808-088
02-3779-6426",,", ., السادس من اكتوبر, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B4%D9%8A%D9%85%D9%89-%D8%B3%D8%AA%D9%88%D8%AF%D9%8A%D9%88/516342?position=40&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الصقر للتوريدات الطبية,https://www.alsakr.net/,"0122-9157-319
0127-7900-963
0155-2457-076",,", ., المطبعة, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B5%D9%82%D8%B1-%D9%84%D9%84%D8%AA%D9%88%D8%B1%D9%8A%D8%AF%D8%A7%D8%AA-%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9/436968?position=41&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
العجايبى لخدمات النظافة,https://house-cleaning-service-3259.business.site/,"0120-1453-900
0115-5110-007",https://web.whatsapp.com/send?phone=+201229157319,", ., زهراء المعادى, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B9%D8%AC%D8%A7%D9%8A%D8%A8%D9%89-%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9/625011?position=42&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
العجلاتى - ذا بايك دكتور,,"0109-9204-897
0112-1139-351",https://web.whatsapp.com/send?phone=+201201453900,", ., القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B9%D8%AC%D9%84%D8%A7%D8%AA%D9%89-_-%D8%B0%D8%A7-%D8%A8%D8%A7%D9%8A%D9%83-%D8%AF%D9%83%D8%AA%D9%88%D8%B1/653033?position=43&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
العلا لنقل الاثاث,http://movingfurnitureinegypt.com/,0109-5000-777,,", ., مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B9%D9%84%D8%A7-%D9%84%D9%86%D9%82%D9%84-%D8%A7%D9%84%D8%A7%D8%AB%D8%A7%D8%AB/679300?position=44&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
العيادة,https://elaiada.com/,"0115-6061-984
0111-5576-900",,", خدمات طبية اونلاين, الشيخ زايد, السادس من اكتوبر, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9/663973?position=45&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الفاروق لخدمات النقل,https://omartrans.site123.me/,0127-7366-639,,", ., مساكن شيراتون, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D9%88%D9%82-%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D9%82%D9%84/672216?position=46&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
الفريدو فوتوجرافر,https://sites.google.com/view/alfredo-photographer,"0106-1652-610
0103-2709-031",,", ., مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%81%D8%B1%D9%8A%D8%AF%D9%88-%D9%81%D9%88%D8%AA%D9%88%D8%AC%D8%B1%D8%A7%D9%81%D8%B1/651440?position=47&key=%D8%AA%D8%B3%D9%88%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA&mod=category&categoryId=9897,,تسوق عبر الانترنت,
