Name,Website,Phone,WhatsApp,Address,Map,Description,Category,Images
الدار,,"02-3594-1947
0100-0019-003
02-3594-1510",,"25 ش ابن بطوطة, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%AF%D8%A7%D8%B1/132927?position=11&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
الذهبية,http://www.aldahabiya.com/,"02-3776-3000
02-3776-3002
19222
02-3776-3001",,"67 ش الشيشينى, المريوطية, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B0%D9%87%D8%A8%D9%8A%D8%A9/276261?position=12&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
الشركة المصرية للاتصالات ونظم المعلومات,http://www.xceedcc.com/,"02-3571-6712
02-3774-4609
02-3774-2552
02-3774-4889
02-3774-2626",,"كم 28 - طريق القاهرة اسكندرية الصحراوى, ابو رواش, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D9%84%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D9%88%D9%86%D8%B8%D9%85-%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA/63520?position=13&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
الشهاب تلى شوب,,"02-3740-4020
02-3742-5585
02-3742-5513",,"4 ش قرة بن شريك, الجيزة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D8%B4%D9%87%D8%A7%D8%A8-%D8%AA%D9%84%D9%89-%D8%B4%D9%88%D8%A8/68863?position=14&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
اللؤلؤة,,"02-3740-3555
02-3771-0123
02-3743-1487
02-3743-1486
02-3743-1485",,"ش فيصل, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%84%D8%A4%D9%84%D8%A4%D8%A9/129871?position=15&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
الماسة,,02-3356-0561,,"219 ب برج الفتوح - , الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D8%A7%D8%B3%D8%A9/129869?position=16&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
المتحدة,,"02-3749-2509
02-3749-2507",,"طريق كفر طهرمس, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9/339129?position=17&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
المتحدة الدولية للتسويق,,"0114-4480-818
0106-0433-734",,"57 ش الجيزة, الجيزة, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82/141406?position=18&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
المدينة المنورة,,0101-9653-900,,"263 ش فيصل, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D9%85%D9%86%D9%88%D8%B1%D8%A9/409068?position=19&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
المركز الدولى لخدمات الاتصال,,"02-2592-5728
02-2592-6909",,"20 ش د. عزمى سليمان, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%89-%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84/429718?position=20&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
المنار تلى شوب,,0128-8655-743,,"54 ش الظاهر, وسط البلد, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B1-%D8%AA%D9%84%D9%89-%D8%B4%D9%88%D8%A8/132808?position=20&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
انجاز كونتكت سنتر,,0102-0035-067,,"ابراج المدينة - القطعة 18/1أ - المحور المركزى - الدور 7, السادس من اكتوبر, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%86%D8%AC%D8%A7%D8%B2-%D9%83%D9%88%D9%86%D8%AA%D9%83%D8%AA-%D8%B3%D9%86%D8%AA%D8%B1/416191?position=21&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
اوت سورس,https://outsource-egypt.com/,"02-2672-0903
0122-1714-724
02-2270-1494",,"60 ش جلال حماد, سيدى بشر, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%88%D8%AA-%D8%B3%D9%88%D8%B1%D8%B3/698396?position=22&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
اوت سورسنج اكسبرتس - او اى اكس,http://www.outsourcingexperts.net/,02-3569-9919,,"55 ش محمد النادى, الحى الثامن, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%88%D8%AA-%D8%B3%D9%88%D8%B1%D8%B3%D9%86%D8%AC-%D8%A7%D9%83%D8%B3%D8%A8%D8%B1%D8%AA%D8%B3-_-%D8%A7%D9%88-%D8%A7%D9%89-%D8%A7%D9%83%D8%B3/395577?position=23&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
اوسكار تلى شوب,,"0106-6301-124
02-2475-4000
02-2475-4001
02-2475-4060",,"448 عمارات نصر الدين, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%88%D8%B3%D9%83%D8%A7%D8%B1-%D8%AA%D9%84%D9%89-%D8%B4%D9%88%D8%A8/138272?position=24&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
اى كول لخدمات التعهيد,http://www.icall.com.eg/,03-5842-989,,"17 ش الطاقة, الدور 11, امتداد ش النادى الاهلى, الحى الثامن, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A7%D9%89-%D9%83%D9%88%D9%84-%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%B9%D9%87%D9%8A%D8%AF/519467?position=25&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
بدوى للاتصالات,,"02-2703-8835
0100-6088-046
02-2703-8835",,"ش الشهيد محمد السيد حفنى, سيدى جابر, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A8%D8%AF%D9%88%D9%89-%D9%84%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA/234845?position=26&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
برايت ستار للاستيراد والتصدير,http://www.brightstar-egypt.com/,"0114-3433-388
0120-0009-526",,"6 ش 206, المعادى الجديدة, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D8%B1%D8%A7%D9%8A%D8%AA-%D8%B3%D8%AA%D8%A7%D8%B1-%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D9%8A%D8%B1%D8%A7%D8%AF-%D9%88%D8%A7%D9%84%D8%AA%D8%B5%D8%AF%D9%8A%D8%B1/257205?position=27&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
برفكت سوليوشن,http://www.perfectsolution.co/,"02-3586-6131
02-3586-6131",,"12 ش ابراهيم العطار متفرع من ش ابو قير, زيزينيا, الاسكندرية.",https://yellowpages.com.eg/ar/profile/%D8%A8%D8%B1%D9%81%D9%83%D8%AA-%D8%B3%D9%88%D9%84%D9%8A%D9%88%D8%B4%D9%86/550309?position=28&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
بريستيج,,0106-0234-893,,"9 ش خالد امين, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D8%B1%D9%8A%D8%B3%D8%AA%D9%8A%D8%AC/158315?position=29&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
بى اى تيليكوم,https://www.wbetelecom.com/,"02-2413-4577
02-2419-9077",https://web.whatsapp.com/send?phone=+201060234893,"القطعة 2 - وحدة 6 - برج ايليت, الدور 6, تقسيم شرق الاوتوستراد, زهراء المعادى, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%89-%D8%A7%D9%89-%D8%AA%D9%8A%D9%84%D9%8A%D9%83%D9%88%D9%85/694572?position=30&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
بى دى او - اسناد,http://www.bdoesnad.com/,0128-0800-145,,"68 ش الميرغنى, ميدان هليوبوليس, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/%D8%A8%D9%89-%D8%AF%D9%89-%D8%A7%D9%88-_-%D8%A7%D8%B3%D9%86%D8%A7%D8%AF/219813?position=31&key=%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D9%88%D8%A7%D9%84%D8%AA%D9%84%D9%8A%D9%81%D8%B2%D9%8A%D9%88%D9%86&mod=category&categoryId=652,,مراكز اتصال تسويق عبر الهاتف والتليفزيون,
