Name,Website,Phone,WhatsApp,Address,Map,Description,Category,Images
مطعم ابو العز السورى,,"15250
02-2127-3800
0114-4435-111",,"35 ش عباس العقاد, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/%D9%85%D8%B7%D8%B9%D9%85-%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B9%D8%B2-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%89/451573?position=11&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
مطعم المحمدى,,"19964
0103-0306-600",,"ش سكة سندوب, ميدان الشيخ حسنين, المنصورة, الدقهلية.",https://yellowpages.com.eg/ar/profile/%D9%85%D8%B7%D8%B9%D9%85-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D8%AF%D9%89/290465?position=12&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
جارنل سوشى اند بوك,,"0127-9445-506
02-2126-7030",,"21 ش شمس الدين الذهبى, ارض الجولف, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/-%D8%AC%D8%A7%D8%B1%D9%86%D9%84-%D8%B3%D9%88%D8%B4%D9%89-%D8%A7%D9%86%D8%AF-%D8%A8%D9%88%D9%83/595632?position=13&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
مطعم نور الصباح,,"02-2317-5209
0122-2292-419",,"151 ش الفيوم, دار السلام, القاهرة.",https://yellowpages.com.eg/ar/profile/-%D9%85%D8%B7%D8%B9%D9%85-%D9%86%D9%88%D8%B1-%D8%A7%D9%84%D8%B5%D8%A8%D8%A7%D8%AD/217432?position=14&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,كريب ووافل,
10 بلدى,http://www.10balady.com/,0121-2050-501,,"74 ش حسن المأمون, الحى الثامن, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/10-%D8%A8%D9%84%D8%AF%D9%89/606423?position=15&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم شعبية,
10 منيت كوفى,,"0122-8800-666
0114-4042-244",,"14 ش مصطفى صفوت, تقاطع ش صالح صبحى, حلوان, القاهرة.",https://yellowpages.com.eg/ar/profile/10-%D9%85%D9%86%D9%8A%D8%AA-%D9%83%D9%88%D9%81%D9%89/587082?position=16&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
100 كرش,,0100-8785-876,,"ش الجمهورية, المنصورة, الدقهلية.",https://yellowpages.com.eg/ar/profile/100-%D9%83%D8%B1%D8%B4/582053?position=17&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
101 كوفى شوب,,0122-9888-192,,"4 ش محمود خيرى, المنطقة الاولى, مدينة نصر, القاهرة.",https://yellowpages.com.eg/ar/profile/101-%D9%83%D9%88%D9%81%D9%89-%D8%B4%D9%88%D8%A8/686134?position=18&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
1122 بار,http://www.radissonblu.com/hotel-cairoheliopolis/dining,"02-2696-5656
02-2696-5640
02-2696-5666
02-2696-5641
02-2696-5648
02-2696-5657",,"ش عبد الحميد بدوى, مساكن شيراتون, مصر الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/1122-%D8%A8%D8%A7%D8%B1/228138?position=19&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,اماكن ليلية,
147 سوهو,,0100-2199-865,,"ش التسعين - الدور 2, التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/147-%D8%B3%D9%88%D9%87%D9%88/295646?position=20&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم,
1902,http://www.sofitel.com/gb/hotel-1666-sofitel-legend-old-cataract-aswan/index.shtml#./restaurant.shtml,097-2316-000,,"ش ابطال التحرير, وسط البلد, اسوان.",https://yellowpages.com.eg/en/profile/1902/445278?position=20&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم فرنسية,
2 كبدة وسجق,,0101-1009-725,,"ش الفريق رضا حافظ, المحلة الكبرى, الغربية.",https://yellowpages.com.eg/ar/profile/2-%D9%83%D8%A8%D8%AF%D8%A9-%D9%88%D8%B3%D8%AC%D9%82/636480?position=21&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
23 يوليو,,"082-2208-383
0100-1114-884",,"ش 23 يوليو, بنى سويف, بنى سويف.",https://yellowpages.com.eg/ar/profile/23-%D9%8A%D9%88%D9%84%D9%8A%D9%88/293014?position=22&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مشويات,
24 دوجز,,0102-2444-454,,"62 ش 9, المعادى, القاهرة.",https://yellowpages.com.eg/ar/profile/24-%D8%AF%D9%88%D8%AC%D8%B2/625182?position=23&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
3 شيفس,,"0112-3014-709
0106-7744-404",https://web.whatsapp.com/send?phone=+201123014709,"ش ابو الهول السياحى, مشعل, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/3-%D8%B4%D9%8A%D9%81%D8%B3/612915?position=24&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم شعبية,
360 ستريت فود,,0103-3664-990,,"ش المجزر الالى, المريوطية, الهرم, الجيزة.",https://yellowpages.com.eg/ar/profile/360-%D8%B3%D8%AA%D8%B1%D9%8A%D8%AA-%D9%81%D9%88%D8%AF/625291?position=25&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
4 ام كريب,,"0102-0339-655
0155-3532-132
0122-7959-036
0111-8676-068",,"ش التسعين, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/4-%D8%A7%D9%85-%D9%83%D8%B1%D9%8A%D8%A8/583954?position=26&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,كريب ووافل,
5 نجوم,,0122-8131-989,,"114 ش ترعة الزمر - ابو قتادة, فيصل, الجيزة.",https://yellowpages.com.eg/ar/profile/5-%D9%86%D8%AC%D9%88%D9%85/329150?position=27&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مخابز ومعجنات وحلوى محلات,
64 بار,http://www.maritim.com/en/hotels/egypt/resort-casino-sharm-el-sheikh/restaurants-bars#hotel_content,"069-3600-100
069-3600-111",,"الممشى السياحى, خليج نعمة, شرم الشيخ.",https://yellowpages.com.eg/ar/profile/64-%D8%A8%D8%A7%D8%B1/198826?position=28&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,اماكن ليلية,
64 درب سعادة,,"0110-2918-029
0120-8058-276",,", الرحاب 2 - السوق الشرقى, مدينة الرحاب, القاهرة.",https://yellowpages.com.eg/ar/profile/64-%D8%AF%D8%B1%D8%A8-%D8%B3%D8%B9%D8%A7%D8%AF%D8%A9/622463?position=29&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
68 جيتس,,0122-2380-003,,"ش عصام حلمى تقاطع ش ادموند فيرمونت, سموحة, الاسكندرية.",https://yellowpages.com.eg/ar/profile/68-%D8%AC%D9%8A%D8%AA%D8%B3/614321?position=30&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,وجبات سريعة,
900 دجريز,,0106-6666-911,,"القطعة A ش التسعين الجنوبى, مركز المدينة, التجمع الخامس, القاهرة الجديدة, القاهرة.",https://yellowpages.com.eg/ar/profile/900-%D8%AF%D8%AC%D8%B1%D9%8A%D8%B2/540343?position=31&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مطاعم ايطالية,
911,,"040-3270-403
0128-9298-499",,"13 ش حسان بن ثابت, طنطا, الغربية.",https://yellowpages.com.eg/en/profile/911/438085?position=32&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
اب تاون,,0109-4294-345,,"ش المحكمة الجديدة, الخانكة, القليوبية.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8-%D8%AA%D8%A7%D9%88%D9%86/685315?position=33&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,مقاهى,
اب تاون بوب,,"0100-2506-200
0100-2506-204
0100-2506-205
0100-2506-203
0100-2506-201
0100-2506-206",,"الغرقانة, خليج نبق, شرم الشيخ.",https://yellowpages.com.eg/ar/profile/%D8%A7%D8%A8-%D8%AA%D8%A7%D9%88%D9%86-%D8%A8%D9%88%D8%A8/198257?position=34&key=%D9%85%D8%B7%D8%A7%D8%B9%D9%85&mod=search&categoryId=3165,,اماكن ليلية,
